job_category;job_title;is_remote;no_degree_needed;has_insurance;schedule_type;job_country;posted_year;posted_month;annual_salary
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;93455.5
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;93500
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;93700
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;93712.5
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;94157
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;94199
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;94500
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;94895
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95005
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95303.5
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95326
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95650
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;95700
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;96000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;960000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;96545
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;97000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;97227
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;97500
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;97775
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;98000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;98496
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;98500
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;98529.6
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;98901.5
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99000
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99250
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99288.1
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99358
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99400
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99486
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99714
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99876.3
Data Scientist;Data Scientist;0;0;0;Full-time;India;2023;12;99900
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;20800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;208000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;212160
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;213200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;216798
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;221520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;223392
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;23920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;234000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;239200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;24960
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;260000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;27040
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;298480
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;31200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;32240
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;34320
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;36400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;364000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;39520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;41600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;46800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;47840
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;49920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;51532
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;52000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;52686.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;54496
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;57200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;62400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;63440
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;65520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;66508
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;66788.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;67319.2
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;67600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;68640
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;68879.2
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;68889.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;69534.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;69680
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;70116.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;71760
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;72800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;73704.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;74006.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;74620
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;75774.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;75920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;76960
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;77636
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;78000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;78738.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;79040
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;81120
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;82160
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;82971.2
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;83200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;83356
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;84822.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;84895.2
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;84895.2
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;85280
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;86320
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;86330.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;86444.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;87089.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;88400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;89440
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;89585.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;91416
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;91478.4
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;91520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;91592.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;92352
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;93048.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;93600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;93964
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;94640
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;95680
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;97416.8
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;97437.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;97760
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;98217.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;98800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;99049.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;99985.6
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100880
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102960
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;103782
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;104000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;105144
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106080
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108160
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;109200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111041
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111280
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112320
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113110
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;115440
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;116480
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;118560
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119506
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120640
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;121680
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122169
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122179
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122720
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;126433
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;126880
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;127920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128960
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130250
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130707
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;131726
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;133120
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;134160
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;135200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;135439
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;136240
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;137280
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;138320
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;138580
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;140400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;140618
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;141440
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;142480
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;143520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;144560
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;145600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;146640
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;147680
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;148720
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;150800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;151840
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;153920
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;156000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;156988
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;159120
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;160160
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;161200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;164320
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;166400
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;166462
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;170560
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;171600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;174720
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;176374
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;176800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;177840
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;178880
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;181626
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;182000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;187200
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;195520
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;197600
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;199680
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;206960
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100183
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100526
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100703
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100729
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100822
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;100900
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101014
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101034
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101116
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101550
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;101603
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102036
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102755
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;102861
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;103472
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;103500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;103510
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;103843
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;104000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;104440
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;105000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;105282
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;105306
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;105550
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106830
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106877
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;106927
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107250
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107790
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107800
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;107937
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108133
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108150
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108287
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108329
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108416
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;108500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;109000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;109107
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;109450
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;109500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;110000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;110425
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;110500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;110664
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111027
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111116
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111205
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111330
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111356
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111365
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;111609
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112015
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112105
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112250
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;112501
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113221
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113270
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113770
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;113975
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114261
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114670
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;114904
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;115000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;115622
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;115807
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;116393
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117824
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117891
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;117904
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;118000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;118225
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;118500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;118850
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119257
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119290
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119550
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119793
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119875
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;119908
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120001
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120151
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120390
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120464
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;120631
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;121000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;121011
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;121064
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;121873
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122166
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;122946
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;123000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;123064
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;123437
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;123750
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;123984
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124180
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124350
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;124505
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;125000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;125000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;125334
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;125500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;125814
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;126000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;126505
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;127256
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;127390
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;127500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128317
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128350
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128414
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128464
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128816
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;128909
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;129000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;129326
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;129500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;129934
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130316
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;130500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;131000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;131193
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;131560
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;131867
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;132122
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;132368
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;132500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;132884
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;133000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;133851
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;134000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;134749
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;135000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;135233
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;135500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;136000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;136500
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;136849
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;136875
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;137000
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;137150
Data Scientist;Data Scientist;0;0;0;Full-time;Czechia;2023;12;137500
